[url][key][hash],source,Translation
[][15A441154D373AA745465DA801918DFF][3081491965],Can be crafted at Workshop,
[][15A971AD417C9F3773C210A2E12E720A][4224722931],Village Log Cutting Station,
[][15AD05B3448E04BF1C18A2A99CD15B27][1490007926],Godfreed,
[][15B9E0144D92A08E99BEBB9F59EBBB0F][1153981076],Allows the wearer to carry 30 arrows of one type,
[][15C3DD5E41BBB6A1CFD05FAC64C8A561][2239443458],"A practical and solid seat, offering a place to unwind.",
[][15E8877E4BFE286AAFA65FB88BF09F0D][854813114],warriors guild3 quest,
[][15EF54174FA7A2FBE01AC693EAA739EF][668602237],Heard you wanted to speak with me?,
[][15F01EC04009BD4DE54DF8990149105A][2239443458],"A practical and solid seat, offering a place to unwind.",
[][160016D3412CA7DF93C5CF9C95502ECC][2903281371],Can be crafted at Advanced Workbench,
[][1604D131478028CF1B9D66B3C9DED8B3][1983691195],"Can be eaten raw, dried, or can be a part of the dish",
[][160CF44C4F86E4B2BE109EA391F7942E][1912764218],Searle,
[][161A18564B999A7AE7CE0E856077A448][502525379],Interrogate the warden,
[][16275E1246020CE65BEC4AAE6568E397][816173882],Talk to {Npc} at Sol Winery,
[][1633A7AA42C21D271821E3946D3C397A][2547686558],Read the Inscription,
[][1642364E486731A5FD5ED5A02E0581B5][1258113253],Allows the wearer to carry items on your back.,
[][1669D51B4F7C24B44CA020B7B13DA5A8][885887795],Copper Ingot,
[][16B7B84E4FB4C23C755460BEEA889C85][502951143],Report to {Npc},
[][16BB2EBC40E88FC57F2D138BD6D20A37][3064707777],Trust,
[][16D3856446008B24269F4CA79BCD2F56][2938403172],Silverguard Cutlass,
[][171E5CC042930E4B6D16258949AA0AE9][1279405007],The Sigil: Padstow,
[][173F3D0F49A2DD32FCD7DB95B53FEA89][2294449264],Charcoal,
[][174A29054E35310D99A3F080ADF59B7D][985520295],Falsgar,
[][1760A591456985766C8969BFBD38EBCA][1418225317],A Different Outcome,
[][17646EBD430EDAFC424AC586106DF6F1][1442308360],The One Who Left It All Behind,
[][177002A34EB3C9E2E340FBAFA51334FF][1059731548],Kill Edoardo Preto.,
[][1779CB5949B2990A544EF89CF71FEEDA][3435903856],Delivering,
[][177F1580446D340D4809ED828DC86B25][2805460298],Blavier,
[][17913FD6494CB602245DED993348220A][1275325718],Beard_M_MuttonChops,
[][17DE20DE4CE629E68ABCA2AF3FDDDF87][236126300],Hungry,
[][17DFE76C4B723D702F9D24A830774800][1388576888],Boosts neutral village trust and allows initiation of a rebellion by ringing the bell.,
[][17E4FB0B4D723F567E8B48A632C2981F][2786630601],Can be crafted at Craftsman's Nook.,
[][17E7A27141BFFFAA922368A18463C41D][3726503874],"I brought the charcoal that Finton needed to continue his work, but he really needs to take better care of his hands.",
[][181BF1A24F57F92B2BA0B9A1BC6BAB48][350872982],Build {Structure} to start liberation of Crasmere,
[][18430ABD40DDA65AFF24879C168F9F00][2903281371],Can be crafted at Advanced Workbench,
[][184E95114E00ACF96CB8B481E06B9B54][3825055601],"The main shared storage where workers bring produced resources, food and other gear.",
[][185249AA402CD62672A66CA0630D492A][3209903726],Kinborough,
[][1852792D4879FB85FD72BAB411DE0593][576373854],Capture Cragkeep,
[][188DFDEC4978C6E6916BD294A889E974][2365823143],Broken Marriage,
[][18972FFB401210DA86B7B5BA9E79E618][2513899375],Can be crafted at Armourer.,
[][18A396C54D5821B47A4D2080055C3C0B][3496267297],Charcoal Burner,
[][18A49D9442EA39A2B6582A8039A5C74D][772032977],Lanslet,
[][18A8A81D47DCEB3350D382A0438F491F][2320854684],Cassian Gilded Cutlass,
[][18B44EBE430C4F86FCD3EC91B88381D4][3432421384],Petyr,
[][18B5DC4343F28061DB7D1790166F43D2][14706272],Halmare Folks,
[][18BD1BC24704ACA6CAC09498CF3B25EA][3484524969],Black Tusker,
[][18C36B55414B5641DC037EB6C6C72D88][3399610729],Hair_Blast_Casual,
[][18E44C0840A304D92273E29CD616466E][1348857225],Palisade wall with improved defensive positions.,
[][1902DA064F9897965556B292E9B351D4][3649166770],Big House,
[][19293F9C41883AE74F449990CCEA5B99][3499740564],Tavern,
[][1934990B4934305D1AABBFB33DA9E31A][804721073],Lyra was furious and refused to face Carlos herself. She told me to deal with the fallout.,
[][1935494F42E4D5705C9E0286F394D5AA][1457903558],Villager clothing.,
[][19480C244FE88527CC3A698AC3BEBBD5][3742664415],Daru the Elderbark Shrine,
[][196B68414F949F04FE5C32B1E08DD061][851212457],Brigand's Thick Shoes,
[][196F56F24E8E0E59753F72AB55A207BE][913618613],Buckler,
[][19840B634D413FBB07F797A12F012441][2967458488],Escape from prison.,
[][1989CEAD4619B525737BFEA4A24B2776][2820425505],Hair_Yin,
[][199F71DC48F7930550ED79BB88FCBC24][2537312835],Another try: Haerndean,
[][19A58F73430288C1022D14880EC6E606][1239485214],Crude Stone,
[][19CEA70346CE8C18BBA270BA85F73864][1997531463],Village Pallisade Wall,
[][1A0554F94A1B5FF5D5FDCEBD3A3FBED6][3973253488],"After I asked about the Special Menu in Rustshore, some man wanted to invite me to a place where I could get this menu and even get some drinks for free. What a nice change of pace.",
[][1A0D00DD44505AF2DD7DB4B61D099338][2655268347],Talk to Smugglers,
[][1A105C8C4448BDA15F4947AC0C41F397][3133557884],Heater,
[][1A2835734C98A9394E2983A81B20F4A2][3124949181],Search the cave,
[][1A2DF4D44E914C258E2CAF95143E712B][3902008075],A common herb that can be used to add flavor to dishes. Grows mostly in fields. Can be planted on a farm.,
[][1A2E7E9345A478B24DC7ECAF30EB76FD][397171355],Invasion Forces,
[][1A35DFA340E71F6B6E2DFB822F37E72D][2413308790],"Voting, Truth and Power",
[][1A53F6FB4E543732F73694A0D1BBAE29][2265949208],Brigand's Galligaskins,
[][1A585B9A437D5132708777AF42D66026][535336719],Halmayan Veteran Boots,
[][1A644A64401C74B8E57762BA7C4BD7E8][1886233297],Left over organic matter from spoiling food.,
[][1A6AE6154E9485E3798E5AAD389C163B][2396968106],Wanderer's Pants,
[][1A6F1AE143166E3C72E123A254E9E78A][1280796624],Civilian Cap,
[][1A7669C4468E519DE6D7F9AB6C715749][3804867779],Find where Cassandra is hiding,
[][1AACC7CA402245A23CA862869FE6635C][699133876],Ashbourne Sword,
[][1AAEF1B84317A1FFF3388D956E8292DA][3983501734],Capture Cragkeep Bay,
[][1AEDFC06472B32C4BC90FE9E48EF4892][2613743109],Foraging Lodge,
[][1B11046941E4EB4793E50A9845B6EC04][3128171209],Leave the Cassian Sigil,
[][1B1CAA2D49FA9B402398BDB228D3C1DF][1646736419],Talk to {Npc}.,
[][1B1FFBE04CE6C954DA5A978347BB42B9][2691892360],Go to Cragkeep Bay,
[][1B443E8946777147B988D68A38FF0757][756204638],Beggar Handwraps,
[][1B5022B840496EAE848B139A74D657FC][960145123],Dockyard,
[][1B6727964CC84A2BF5D1D0AF9CF90800][2142820878],"A grim trophy of the wild's merciless challenges. While field skinning can yield a modest return, processing it at a Butchery unlocks far greater rewards.",
[][1B6D6874474AF2153A55FF9F66DB7255][2903281371],Can be crafted at Advanced Workbench,
[][1B7540034559872187F591ACF44763D2][4264153584],Can be crafted at Workbenches.,
[][1B8513DE4F8336720B76EA97025E9B64][1545257228],Do you have any job for me?,
[][1B99AB9043678522DAE023837588D46A][45954323],Knight Helmet,
[][1BC191C14D09617C1425CC95597DBA0C][111724984],"Add charm to your village with a variety of decorative structures, enhancing its beauty and creating a unique atmosphere.",
[][1BC83F504CEBB094C41177B90ECAE955][93153521],Alchemist,
[][1BD94E2D45C318057AF4B7B6EA2870F9][2637873541],Otelin,
[][1BFB4BEA41987D2F235896B8589A5FDB][2037702284],Find shipment,
[][1BFC707B47F1A138675CA6BEAA81F8F4][1052752552],Warrior's Guild part 3,
[][1C1F61844BEC41531852A89753BA97A3][3447484349],Master Weaponry Kit,
[][1C27916044638A20301FBAAF67459073][2230572730],Renegade,
[][1C3C27B64A2BCA4EB4895A8E67F83ACB][2321791312],Not All Who Wait,
[][1C3CEAF84DF6167C551BD2820B692E76][2143812589],Logging Camp,
[][1C5D2B12475A9C0F4A638DB4C51D198C][1234437606],Robber Trousers,
[][1C8051FC4CADE8A4DBC0888BD13505E7][192394346],Theobald,
[][1C9561544AAB301E111A59950D35828D][3324515416],Halmayan,
[][1CA07F3D40FE80306F0E7B8A7409D583][407218389],Waiting for employment,
[][1CDF567943AB054E4A6DBE92715D3DC0][3190585946],Sweet Potato Seeds,
[][1CF7934D43150AAA671FC9893AAB9CB7][414391820],Halmayan Clothing 2,
[][1D0DDAC3435C6ACF206BD1B53D804A2D][4104754810],"The Glass Turns, The Gain Falls Part 1",
[][1D10D9614020DC3CED3476B9200919EC][383550907],About the materials you asked for...,
[][1D153FAB4C203159027761BFD2DAE9B5][2313909731],"I finished building the Food Sorting Place. It was a sturdy structure to keep supplies safe from the cold and scavengers. Once built, villagers began organizing their resources.",
[][1D1B92594A2F05F7EB451080F67A3957][1641154056],"Creates a sacred spot for respects, fostering unity and deepening village trust.",
[][1D1DF6F345AAA5AFF313C29874B6D922][3921291218],Rudolf,
[][1D32514749F4B80C1892C3A08B9E1326][2878401921],Find the lost sword,
[][1D34ABAF49814C041D9A07B626C7A4D9][3369871999],The archery range is built. Farnworth now has the resources to fight these attacks that have been plaguing them. Now I need to go talk to a skilled archer who can train the villagers. Perhaps Edward Barstow is available to train them.,
[][1D3880604D84CD287E9F68BE140A145E][578209400],This shack will provide a personal place to sleep for you along with a private chest.,
[][1D44ACE34549A7FE3435618F67AFF065][2898155570],Cassandra told me the Mayor of Cragkeep has been asking about me. I need to find Sebastian Montverde; he wants to know more about what happened to Isa.,
[][1D7267434232BDD7CC2FE589516CDC23][3794175168],Build {Structure} to start liberation of Haerndean,
[][1D739EE14435F41129E2C7B2A03C70DC][2839256241],Thick Gloves,
[][1D9D611E40133EC686E270B43DE723D3][2923357476],Research Desk,
[][1DA912454D81B6EA751135B18AA6FFC2][1839855248],Used for upgrading ship sailing capacity.,
[][1DD4B5AE46E65FBD3250079FC42B2F39][1119355093],Myles,
[][1DD588A9429F6F272541B0ADD6BD1FEF][1646736419],Talk to {Npc}.,
[][1DD9CB2C465417D033E6DBB9C89916AC][3626105532],"PROTOTYPE Used for repairing any Tier 3 weapons, shields and tools.",
[][1DE3314140342BD83FB9E4B81840FA8B][2935530435],Harbormaster's Toolbox,
[][1E12D1324E337D4683F0CEA1CB62A2F1][3056377872],Seeds needed to grow Sunleaf in your garden. Can be bought from Herbalist.,
[][1E143F894B9BA4AE322B7DAA67D6D260][1383608819],Cassian,
[][1E526F95431024FB0F129CB7C583CCFB][968169097],Go to the meeting spot with Cassandra,
[][1E5FAAFB4DE6E09AE350349FDE715982][795964418],Helping with finding his lost sword.,
[][1E689D11482FE19860559DA633DD6EE1][2018589853],Turn Lubomir to Companion and get rid of the Bandits.,
[][1E6A092E48C9298D473009BFA351EDF4][984363831],Freedom,
[][1E791BCB4E73A45E24A4369C485C7B2C][945326581],Looks like making him think about his future switched something in what's left of his brain. He could be a valuable companion.,
[][1E88246D4E7F06656104329F9C6BA3AE][1383802782],Examine the shrine near Crasmere.,
[][1E911ECF49C89B6F521EF0A2B81A904F][1238873615],Can be crafted at Weaver Loom,
[][1E9954FF4C321406DAB0C189246248EC][2365725892],Traveler's Garb,
[][1E9A08744E04A1A10A64449A586D1886][2956061620],Falsgar's Cape,
[][1EC87632477F9A07AD84FABB45F23D85][2009869441],Reach the Port.,
[][1ED6E93D4B8D0B5C075744A33D2CE8AF][3191274497],Heugin,
[][1F5FA865405FBF4AE02050ACD71F7DF0][2336429178],Mail Reinforced Shoes,
[][1F618D6F4761F291C4DC56B87A4DABF6][111724984],"Add charm to your village with a variety of decorative structures, enhancing its beauty and creating a unique atmosphere.",
[][1F681D9E423F33133B91818185877E60][2708592375],Mining Hut,
[][1F783A2448174C35340614A528F3B3D2][985520295],Falsgar,
[][1F89145A41C6DD8FE33DF08F1F812C85][2040577147],Highlands Robbers Garb 2,
[][1F895CB3449CE00EA44A19850590A24A][1764694131],Plant Halmayan Flag,
[][1FC60CCA4ED3FD1D61978399A5DDF14E][1646736419],Talk to {Npc}.,
[][1FDDF1164841766A73797598C3E81E61][315529249],Guard Post,
[][1FE544BF4493E8C6575A59B992835461][592229257],Civilian's Cape,
[][1FECCA2C43FB98526DA6F18C1A02D033][2058551225],Hair Curly Fade,
[][2017F81545E2666DBFEABCA651FFD4E2][195622180],In Memoriam,
[][2053DA484CEFBE64B6A78A9D14599C83][1100952379],Competent,
[][205870E9460DEE2A8762B586796E2854][3581290345],False Oaths,
[][206BAB064901250F515BAAA70D1842E9][3338539945],Speckled Spotfin trophy provides renown for placing in your settlement.,
[][207697FF49A3CA6CED60C5852F24CD86][698476160],Smugglers,
[][2088B7934307E90C7EC271956D19F30F][772264573],"I returned to Elder Philip Mott with the materials he requested. He was relieved and grateful, thanking me for my hard work. He asked me to recruit at least two villagers to assist with the rebuilding efforts.",
[][20D2C2A044CD6B6002035DBB8138307A][497935583],Beggar,
[][20D5EA0C47E51F25964CE388BC7266A3][1482864525],Kranek Shrine,
[][20DB2EFC4EF5D1B559DEBCBA21D2C481][2427093771],Rolfe,
[][20E1EE13420CB631F1AC9F9E006CF548][1290868611],Royce,
[][20EF284144C67610871E1A86340541EE][3720615531],Allows the wearer to carry even more items on the back.,
[][20F0AA1D47C4E1D029E430ACFDF25298][450813680],Odouart,
[][212DF9804AD515904BE85CA47C196906][1628007698],"The prison guards lay dead, Derek was right, even when Falsgar are busy, this place is dangerous.",
[][213DE2FC4178C13F6BE7E587218485C9][2280875681],Iron Ore,
[][2145AF4647F735C5569B318883192242][3522974506],Innkeeper Shirt,
[][214739204865FA468A3D7EA1983BC0E2][3981615990],Organized Timber Stack,
[][21753A734C8106EF16E053A0001AD233][433853947],Kill the Viceroy,
[][2178F6A84F8E86AC8DB5FCADC9710071][3336428643],Letter addressed to the Lord Edmund Ashbourne III.,
[][21817C434311DC4DA3B01FAFC0D6CACC][3239722296],Strap,
[][21C982434B7173B1FD831198A7B7010E][3577427749],Sleeping,
[][21D571F7425833B14A35C5A01B6106A5][2645861788],Clarembaut,
[][21D61FEA48F2404BB6417690AFBEE5A4][1025081021],Crow Carcass,
[][21DBC496445E870EB33C3AAC5923C894][2699219662],Long Sharp-bearded Axe,
[][21E31E0C416B84C064E332BD075C9341][693970429],Brigands,
[][21FFDBEA446AEB9CADC2A89B53F9CE6A][2666411482],Skinning,
[][220669FA4D0FDC274FA54DBDBE6208C8][2443126928],Percival,
[][2210BA5146AD284DF4EA5A9729AFB381][1535562990],Craftsman's Nook,
[][2223404C4D6977A042BA309C82265C53][2949275799],Egg,
[][223C66964BC5AE6A0EEBCB9FF828445B][537729322],One worker can use it to research new buildings and craftables.,
[][2240A08B4E26A71F529540A302214EC6][481348174],Fine Stew,
[][22499EB64E2A70F55A971EA98D4B0A28][1400194369],Seeds needed to grow Snowpetal in your garden. Can be bought from Herbalist.,
[][226217A940C48F15DB115893110C648B][2996226445],Chasing the Sky quest item.,
[][2263383B440764858E88E787FEC3A740][1766845386],Weapon Rack,
[][22679B854F0B4413CB4CFE96BA1ECEBB][903116475],Red Townsfolk Vest,
[][22853C0E49DF80F2DA61FBB6207A95D6][2589188725],Mail Robber's Armour,
[][22910E394859A0C3EB9FF4843B224002][2034137965],Brigand's Hood,
[][22AC2BF747D933A65740EFA50AE27C5D][3455368512],Heavy Helmet,
[][22AE0EA5408FDD4B17E4809B90904DD9][462133953],Ferdnand asked me to bring him some straw for his cow but there's one big problem. Fields are protected by bandits and I need to be careful to not get caught.,
[][22BCA0AC43352B91E60C3C88F3161BC0][685110359],Kill the wolves.,
[][22CE4B1E410BDBC1FDF01CBC135A676B][1707941236],Heavy Maul,
[][22D905814139C3789D7449B1273F04E8][849622308],Cooking,
[][22E75D5D4D00703B68906F958D62485B][4040570560],Kug's Chamber,
[][22F8452D4372C6950B711B86EF5A64A1][3107104069],She is a swindler and even dares to mock me. This is unacceptable.,
[][23017D6146CCB2107C6FCF94390FA989][1908176232],Clothing.,
[][2318E9804875C4B28C4FAA948CA507F7][1791057614],A dedicated space to store books and provide a place for villagers to study and improve their skills.,
[][2319BA934B71CE3B057FC9AD7C68EB94][2964604843],Thieves of Harthbay,
[][2330C2254EF5C1EBA9AE1AB6E086A4E5][3720970991],Much tastier than eating them raw.,
[][23544409420E72F3600EB7940C5E0405][1238873615],Can be crafted at Weaver Loom,
[][2370E889487E83D547941783A52ACDDC][108848330],"The skin harvested from deer, cow or wild goat. When dried, it can be turned into a rawhide.",
[][23803A3345B386F0DBAE3A8FFFBB6E47][2225929352],Can be crushed into Tin Ore to produce Bronze,
[][2383FB5A462A3170E68EBA922F65C5BB][1652712284],Seeds needed to grow Sweet Potato.,
[][2389F1554C91F7E694147F8D2D0731A5][1354259411],Can be crafted at Toolmaker,
[][23A8A38348ECF51D24FAA4A631FE7AEB][1368285985],Simple Backpack Basket,
[][23B0CB4D40994DFAACEBA0AA0A2090FD][48861605],Halmayan's Armor Set,
[][23E09EB64298A24EAEE9EE8BD1491D65][1457903558],Villager clothing.,
[][23E6B0D847EA0B43CD42A3A2D800F766][1214226366],Blackhide Gloves,
[][23FA86354AF46C4495A18C93D7DB52E7][1367610567],Thin out the wolves population,
[][240EFB1C4C8A19EC848808884A863580][1655678184],Reinold,
[][2410C8F54B403E8FF5D5B6A9E98829DF][103329280],"Lyra is slain. Without her leadership, the remnants of Halmayans will scatter or pledge their loyalty to the Cragkeep. Time to report this victory to viceroy Montverde.",
[][24204F97404827A6568D21B6A73A682B][2600617716],Tyon,
[][2433E2894884803F743016A300099D4F][3363078070],Gluttonfish Trophy,
[][244B21B14DD930FB1040329D1FC3A295][940736421],A place where you can get rid of items that aren't needed anymore.,
[][245784A448DBF8CC83A7AFBB9A057D55][3395426900],Foxes,
[][2459CC274A704E0DB5870EA8F580E169][1580662742],Campfire with a Big pot for cooking cheese. Requires wood to maintain the fire.,
[][245E8A4741257D5C8F39B58653582790][57143525],Stone Block,
[][245EB3BD4B9BDE9965772AA4056C2C3B][2210954006],Berry,
[][24D3E39F4D44400BDBCB1EBE3BCCF9E9][417470729],Breeding,
[][24E1FC6E43A4088E0DAC748A8CFAD1AD][3907976645],I brought Hans the arrows as he requested.,
[][24F3004F48D60AB96DD87684F82A00F6][443493737],Raise a squad of Halmayans,
[][24F67709426F38E15CE0A09264163E7B][111724984],"Add charm to your village with a variety of decorative structures, enhancing its beauty and creating a unique atmosphere.",
[][2541D60A4A1419973924E9B307171750][1745598775],Sage,
[][2544B1A743752945458AC68E3EE6C3CA][2503802284],Lost Purse,
[][254DEDCB412E7643144D7ABF6005FE7C][2838961494],Simple dish.,
[][255D58EE44B087E7E181ABB2EAFC0B04][1057462934],Wolf Carcass,
[][2561AF7147F71705C14FD4A0A560DE25][1770316926],Blood and Gored,
[][257025114EFC9D582D65899E54CB6A99][3037117614],Normal Halmare Boots,
[][2577939840004BE692875F87E4072692][1741901759],"Delicate and ethereal, this resilient plant with its cotton-like tufts provides a glimpse of beauty amidst the medieval wilderness, while also offering potential for crafting.",
[][2578951A43D95C70855D149FC1F9D75A][1238873615],Can be crafted at Weaver Loom,
[][2587702E46DEA9C4EBA8DDAF2CEFDF0C][1971400490],A New Home,
[][258813A643F49E34774129B95E4F7BE5][814523855],By Order and Blood,
